id,kabkot,region,province,acuan,distric_na,gdp,un,cru_temp,cru_prec,section,Wgdp,g_gdp,d_un,group_id,yhat_2
9408,Kabupaten Kepulauan Yapen,Papua,Papua,Kepulauan Yapen,Kepulauan Yapen,2766,5.3000002,26.313986,236.85623,East,2330.3699,-4.4559584,-0.059999943,G4,-0.35770768
9409,Kabupaten Biak Numfor,Papua,Papua,Biak Numfor,Biak Numfor,3261,10.38,26.760563,232.10307,East,1102.399,-4.8993874,0.31000042,G4,-0.37111712
9410,Kabupaten Paniai,Papua,Papua,Paniai,Paniai,3037,0.82999998,21.905346,258.41864,East,9643.4941,0.46311611,0,G3,0.16955557
9411,Kabupaten Puncak Jaya,Papua,Papua,Puncak Jaya,Puncak Jaya,977,1.5,23.161438,243.89072,East,880.5874,-3.2673268,-0.17999995,G3,0.3557995
9412,Kabupaten Mimika,Papua,Papua,Mimika,Mimika,50938,7.8000002,25.323427,271.0293,East,1593.4288,11.54958,-0.099999905,G3,-0.38394076
9413,Kabupaten Boven Digoel,Papua,Papua,Boven Digoel,Boven Digoel,3207,8.0900002,26.915613,350.32596,East,2628.127,-2.6707132,5.0100002,G4,-0.30372128
9414,Kabupaten Mappi,Papua,Papua,Mappi,Mappi,1863,5.77,27.247274,261.92676,East,2734.0383,-1.3763896,2.0699999,G2,-2.4141202
9415,Kabupaten Asmat,Papua,Papua,Asmat,Asmat,1530,2.3800001,27.222809,324.95184,East,10333.663,0.59171599,1.2800001,G4,-0.20506431
9416,Kabupaten Yahukimo,Papua,Papua,Yahukimo,Yahukimo,1546,3.8800001,23.776276,339.46985,East,1817.1431,0,1.9600002,G3,0.19267684
9417,Kabupaten Pegunungan Bintang,Papua,Papua,Pegunungan Bintang,Pegunungan Bintang,1407,4.1199999,24.366669,373.42764,East,1190.7114,-0.14194465,2.5699999,G4,-0.22725046
9418,Kabupaten Tolikara,Papua,Papua,Tolikara,Tolikara,1058,1.0700001,23.880373,225.4453,East,914.20001,0.47483382,-0.14999998,G3,0.16897057
9419,Kabupaten Sarmi,Papua,Papua,Sarmi,Sarmi,1834,4.8299999,27.303181,206.22891,East,6201.3711,0.054555375,-0.20000029,G2,-1.8886632
9420,Kabupaten Keerom,Papua,Papua,Keerom,Keerom,1993,2.5599999,26.540813,214.24879,East,5457.6123,0.10045204,-0.1500001,G2,-1.8718095
9426,Kabupaten Waropen,Papua,Papua,Waropen,Waropen,1472,4.7600002,26.064137,251.62836,East,2179.4302,-2.3872678,1.5700002,G3,0.3118622
9427,Kabupaten Supiori,Papua,Papua,Supiori,Supiori,769,4.1199999,26.696939,235.81667,East,5744.1128,1.1842105,-0.28000021,G2,-1.4738429
9428,Kabupaten Mamberamo Raya,Papua,Papua,Mamberamo Raya,Mamberamo Raya,1016,2.55,27.029226,214.79851,East,1802.3978,0.29615006,-0.039999962,G4,-0.21400233
9429,Kabupaten Nduga,Papua,Papua,Nduga,Nduga,792,0.93000001,22.9576,274.33609,East,9359.0557,0.635324,-0.040000021,G4,-0.20374559
9430,Kabupaten Lanny Jaya,Papua,Papua,Lanny Jaya,Lanny Jaya,1181,0.89999998,20.1096,245.96185,East,1421.4019,1.8103448,0.77999997,G4,-0.16821256
9431,Kabupaten Mamberamo Tengah,Papua,Papua,Mamberamo Tengah,Mamberamo Tengah,758,0.80000001,23.776409,219.75011,East,2998.1829,0.93209052,0.069999993,G4,-0.19477127
9432,Kabupaten Yalimo,Papua,Papua,Yalimo,Yalimo,764,0.86000001,24.267471,255.19191,East,3135.6458,0.92470276,0.24000001,G4,-0.19499469
9433,Kabupaten Puncak,Papua,Papua,Puncak,Puncak,827,0.56,22.267109,252.55783,East,8897.5156,0.12106538,-0.41000003,G4,-0.21929695
9434,Kabupaten Dogiyai,Papua,Papua,Dogiyai,Dogiyai,896,0.20999999,24.450666,266.69452,East,2426.7683,0.33594626,0.10999999,G4,-0.21279888
9435,Kabupaten Intan Jaya,Papua,Papua,Intan Jaya,Intan Jaya,758,1.22,21.764393,261.28168,East,10095.838,-0.39421815,0.12,G4,-0.2348793
9436,Kabupaten Deiyai,Papua,Papua,Deiyai,Deiyai,829,0.41,24.474947,265.65903,East,9060.8223,-0.36057693,0.2,G2,-2.0411038
9471,Kota Jayapura,Papua,Papua,"Kota Jayapura, Kota","Jayapura, Kota",22731,11.62,27.477205,177.55219,East,2238.0935,-4.7078056,-0.15999985,G3,0.42771602
